SRS RGASoft 4.1.0 - Residual Gas Analyzer Software
Document Created on, Thursday, October 9, 2025 1:42:28 PM, Central Daylight Time
RGA ID, SRSRGA200VER0.24SN18194


Scan Mode, Analog
Number of Data Points, 3726
Units, Torr
Start Mass, 1, AMU
Stop Mass, 150, AMU
Points Per AMU, 25
Scan Rate, 5.00
Detector, Faraday Cup
Focus Voltage, 90, V
Ion Energy, 12, eV
Electron Energy, 70, eV
CEM Voltage, 0, V
CEM Gain, 1.145
Partial Pressure Sensitivity Factor, 5.64
Total Pressure Sensitivity Factor, 0.237
Filament Current, 1.60, mA


Analog Scan Data
----------------

              Mass (AMU),         Intensity (Torr)
                   26.48,               5.6152e-11
                   26.52,               6.0248e-11
                   26.56,               7.7695e-11
                   26.60,               9.9805e-11
                   26.64,               1.2168e-10
                   26.68,               1.5427e-10
                   26.72,               1.8660e-10
                   26.76,               2.2356e-10
                   26.80,               2.7303e-10
                   26.84,               3.2060e-10
                   26.88,               3.6768e-10
                   26.92,               4.3165e-10
                   26.96,               4.8770e-10
                   27.00,               5.7011e-10
                   27.04,               6.6496e-10
                   27.08,               7.9048e-10
                   27.12,               9.9186e-10
                   27.16,               1.3316e-09
                   27.20,               1.7620e-09
                   27.24,               2.3375e-09
                   27.28,               3.1817e-09
                   27.32,               4.1709e-09
                   27.36,               5.5059e-09
                   27.40,               7.8310e-09
                   27.44,               1.1833e-08
                   27.48,               2.2771e-08
                   27.52,               4.7672e-08
                   27.56,               8.2441e-08
                   27.60,               1.1758e-07
                   27.64,               1.3705e-07
                   27.68,               1.5743e-07
                   27.72,               1.8678e-07
                   27.76,               2.1166e-07
                   27.80,               2.2668e-07
                   27.84,               2.3281e-07
                   27.88,               2.2634e-07
                   27.92,               2.3588e-07
                   27.96,               2.4978e-07
                   28.00,               2.4043e-07
                   28.04,               2.2963e-07
                   28.08,               2.3905e-07
                   28.12,               2.3736e-07
                   28.16,               1.7822e-07
                   28.20,               5.4946e-08
                   28.24,               9.9151e-09
                   28.28,               2.8279e-09
                   28.32,               1.3577e-09
                   28.36,               8.0560e-10
                   28.40,               5.5273e-10
                   28.44,               4.0897e-10
                   28.48,               3.4332e-10
                   28.52,               3.6344e-10
                   28.56,               4.5484e-10
                   28.60,               6.1271e-10
                   28.64,               7.9768e-10
                   28.68,               1.0020e-09
                   28.72,               1.2641e-09
                   28.76,               1.5636e-09
                   28.80,               1.7892e-09
                   28.84,               1.9282e-09
                   28.88,               1.9685e-09
                   28.92,               2.0004e-09
                   28.96,               2.1213e-09
                   29.00,               2.1643e-09
                   29.04,               2.1140e-09
                   29.08,               2.1182e-09
                   29.12,               2.1271e-09
                   29.16,               1.9174e-09
                   29.20,               1.2801e-09
                   29.24,               7.0496e-10
                   29.28,               4.4271e-10
                   29.32,               2.9794e-10
                   29.36,               2.0170e-10
                   29.40,               1.5894e-10
                   29.44,               1.3449e-10
                   29.48,               1.1741e-10
                   29.52,               1.3195e-10
                   29.56,               1.6980e-10
                   29.60,               2.2977e-10
                   29.64,               3.1379e-10
                   29.68,               3.9642e-10
                   29.72,               4.8918e-10
                   29.76,               5.9725e-10
                   29.80,               6.8748e-10
                   29.84,               7.5399e-10
                   29.88,               8.1521e-10
                   29.92,               8.4730e-10
                   29.96,               8.9660e-10
                   30.00,               9.2383e-10
                   30.04,               9.1117e-10
                   30.08,               9.1339e-10
                   30.12,               9.3257e-10
                   30.16,               8.5156e-10
                   30.20,               6.4092e-10
                   30.24,               4.2330e-10
                   30.28,               2.8119e-10
                   30.32,               2.0450e-10
                   30.36,               1.4789e-10
                   30.40,               1.1145e-10
                   30.44,               9.1968e-11
                   30.48,               7.3493e-11
                   30.52,               5.9291e-11
                   30.56,               6.7216e-11
                   30.60,               6.4025e-11
                   30.64,               7.1543e-11
                   30.68,               7.9131e-11
                   30.72,               8.7819e-11
                   30.76,               1.0654e-10
                   30.80,               1.3174e-10
                   30.84,               1.4670e-10
                   30.88,               1.7970e-10
                   30.92,               2.1401e-10
                   30.96,               2.5248e-10
                   31.00,               3.1652e-10
                   31.04,               3.9849e-10
                   31.08,               5.0121e-10
                   31.12,               6.3163e-10
                   31.16,               8.2069e-10
                   31.20,               1.1070e-09
                   31.24,               1.5686e-09
                   31.28,               2.1010e-09
                   31.32,               2.7505e-09
                   31.36,               3.6973e-09
                   31.40,               5.0657e-09
                   31.44,               7.8570e-09
                   31.48,               1.5076e-08
                   31.52,               3.0328e-08
                   31.56,               4.9813e-08
                   31.60,               6.7129e-08
                   31.64,               7.8176e-08
                   31.68,               9.4729e-08
                   31.72,               1.1492e-07
                   31.76,               1.2996e-07
                   31.80,               1.3873e-07
                   31.84,               1.3786e-07
                   31.88,               1.3896e-07
                   31.92,               1.5277e-07
                   31.96,               1.5474e-07
                   32.00,               1.4541e-07
                   32.04,               1.4175e-07
                   32.08,               1.4644e-07
                   32.12,               1.3725e-07
                   32.16,               7.3877e-08
                   32.20,               2.0949e-08
